SRL,Course,Section,Faculty,Time,Room,Seats Available
1476.,EEE111L/ETE111L,4,SvS,M 02:40 PM - 05:50 PM,SAC504,0
1477.,EEE111L/ETE111L,5,Aqu,T 11:20 AM - 02:30 PM,SAC506,0
1478.,EEE111L/ETE111L,6,Aqu,W 11:20 AM - 02:30 PM,SAC504,0
1479.,EEE111L/ETE111L,7,MKL,T 08:00 AM - 11:10 AM,SAC504,1
1480.,EEE111L/ETE111L,8,MFY,M 11:20 AM - 02:30 PM,SAC504,0
1481.,EEE111L/ETE111L,9,SMU1,A 11:20 AM - 02:30 PM,SAC504,3
1482.,EEE111L/ETE111L,10,MJRD,A 08:00 AM - 11:10 AM,SAC504,0
1483.,EEE111L/ETE111L,11,AKAZ,R 11:20 AM - 02:30 PM,SAC506,0
1484.,EEE111L/ETE111L,13,MoH1,A 02:40 PM - 05:50 PM,SAC504,0
1485.,EEE111L/ETE111L,15,TnF,S 08:00 AM - 11:10 AM,SAC504,0
1486.,EEE111L/ETE111L,17,SfA,T 08:00 AM - 11:10 AM,SAC508,0
1487.,EEE141/ETE141,1,mtn,ST 11:20 AM - 12:50 PM,SAC310,0
1488.,EEE141/ETE141,2,mtn,MW 09:40 AM - 11:10 AM,SAC310,0
1489.,EEE141/ETE141,3,KAS,MW 09:40 AM - 11:10 AM,SAC511,0
1490.,EEE141/ETE141,4,KMM,ST 08:00 AM - 09:30 AM,SAC307,0
1491.,EEE141/ETE141,5,KMM,MW 08:00 AM - 09:30 AM,SAC307,0
1492.,EEE141/ETE141,6,NaNr,ST 09:40 AM - 11:10 AM,SAC511,0
1493.,EEE141/ETE141,7,AJH,ST 09:40 AM - 11:10 AM,SAC204,0
1494.,EEE141/ETE141,8,LIh,RA 09:40 AM - 11:10 AM,SAC511,0
1495.,EEE141/ETE141,9,AbO,MW 09:40 AM - 11:10 AM,NAC311,0
1496.,EEE141/ETE141,10,ABO,MW 02:40 PM - 04:10 PM,SAC210,0
1497.,EEE141/ETE141,11,SSH1,MW 11:20 AM - 12:50 PM,SAC511,0
1498.,EEE141/ETE141,12,SSH1,MW 01:00 PM - 02:30 PM,SAC309,0
1499.,EEE141/ETE141,13,Mkl,ST 11:20 AM - 12:50 PM,NAC311,0
1500.,EEE141/ETE141,14,MJRD,RA 02:40 PM - 04:10 PM,SAC308,0
1501.,EEE141/ETE141,15,AKAZ,RA 08:00 AM - 09:30 AM,SAC209,0
1502.,EEE141/ETE141,16,HAI,RA 08:00 AM - 09:30 AM,NAC619,0
1503.,EEE141/ETE141,17,SAMd,RA 08:00 AM - 09:30 AM,NAC209,0
1504.,EEE141/ETE141,18,RQN,RA 09:40 AM - 11:10 AM,NAC990,0
1505.,EEE141/ETE141,19,RQN,RA 11:20 AM - 12:50 PM,NAC990,0
1506.,EEE141/ETE141,20,AyH,RA 09:40 AM - 11:10 AM,SAC309,0
1507.,EEE141/ETE141,21,NaNr,ST 08:00 AM - 09:30 AM,SAC801A,0
1508.,EEE141L/ETE141L,1,mtn,M 02:40 PM - 05:50 PM,SAC506,4
1509.,EEE141L/ETE141L,2,mtn,W 02:40 PM - 05:50 PM,SAC506,1
1510.,EEE141L/ETE141L,3,KAS,M 11:20 AM - 02:30 PM,SAC508,0
1511.,EEE141L/ETE141L,4,KMM,S 11:20 AM - 02:30 PM,SAC506,0
1512.,EEE141L/ETE141L,5,KMM,W 11:20 AM - 02:30 PM,SAC508,0
1513.,EEE141L/ETE141L,6,NaNR,T 02:40 PM - 05:50 PM,SAC508,8
1514.,EEE141L/ETE141L,7,AJH,S 02:40 PM - 05:50 PM,SAC508,14
1515.,EEE141L/ETE141L,8,LIh,R 11:20 AM - 02:30 PM,SAC508,0
1516.,EEE141L/ETE141L,9,ABO,S 11:20 AM - 02:30 PM,SAC508,3
1517.,EEE141L/ETE141L,10,ABO,T 02:40 PM - 05:50 PM,SAC504,6
1518.,EEE141L/ETE141L,11,SSH1,M 02:40 PM - 05:50 PM,SAC508,24
1519.,EEE141L/ETE141L,12,SSH1,W 02:40 PM - 05:50 PM,SAC508,5
1520.,EEE141L/ETE141L,13,MKL,R 08:00 AM - 11:10 AM,SAC508,18
1521.,EEE141L/ETE141L,14,MJRD,R 08:00 AM - 11:10 AM,SAC506,14
1522.,EEE141L/ETE141L,15,AKAZ,A 11:20 AM - 02:30 PM,SAC508,1
1523.,EEE141L/ETE141L,16,HAI,A 11:20 AM - 02:30 PM,SAC506,0
1524.,EEE141L/ETE141L,17,SAMD,A 02:40 PM - 05:50 PM,SAC506,7
1525.,EEE141L/ETE141L,18,RQN,M 08:00 AM - 11:10 AM,SAC508,4
1526.,EEE141L/ETE141L,19,RQN,W 08:00 AM - 11:10 AM,SAC508,15
1527.,EEE141L/ETE141L,20,AyH,A 02:40 PM - 05:50 PM,SAC508,7
1528.,EEE141L/ETE141L,21,NaNr,S 02:40 PM - 05:50 PM,SAC506,7
1529.,EEE154,1,MFY,R 11:20 AM - 12:50 PM,LIB606,0
1530.,EEE154,2,MFY,A 11:20 AM - 12:50 PM,LIB606,0
1531.,EEE154,3,MWN,R 01:00 PM - 02:30 PM,LIB608,0
1532.,EEE154,4,MWN,R 02:40 PM - 04:10 PM,LIB608,0
1533.,EEE154,5,MWN,R 04:20 PM - 05:50 PM,LIB608,0
1534.,EEE154,6,MWN,A 09:40 AM - 11:10 AM,LIB608,0
1535.,EEE154,7,MWN,A 11:20 AM - 12:50 PM,LIB608,0
1536.,EEE154,8,MWN,A 01:00 PM - 02:30 PM,LIB608,0
1537.,EEE154,9,SfA,S 02:40 PM - 04:10 PM,LIB608,0
1538.,EEE154,10,SfA,T 02:40 PM - 04:10 PM,LIB608,0
1539.,EEE154,11,MSRH,A 08:00 AM - 09:30 AM,LIB606,0
1540.,EEE154,12,MSRH,A 09:40 AM - 11:10 AM,LIB606,0
1541.,EEE154,13,MSRH,A 01:00 PM - 02:30 PM,LIB606,0
1542.,EEE154,14,MSRH,A 02:40 PM - 04:10 PM,LIB608,0
1543.,EEE154,15,MSRH,A 04:20 PM - 05:50 PM,LIB608,0
1544.,EEE211/ETE211,1,OISD,ST 02:40 PM - 04:10 PM,SAC210,0
1545.,EEE211/ETE211,2,Azz,MW 04:20 PM - 05:50 PM,SAC310,0
1546.,EEE211/ETE211,3,Azz,ST 04:20 PM - 05:50 PM,SAC306,0
1547.,EEE211/ETE211,5,SMMA,RA 02:40 PM - 04:10 PM,SAC209,0
1548.,EEE211L/ETE211L,1,OISD,T 08:00 AM - 11:10 AM,SAC801,1
1549.,EEE211L/ETE211L,2,AZZ,M 08:00 AM - 11:10 AM,SAC507,2
1550.,EEE211L/ETE211L,3,AZZ,W 08:00 AM - 11:10 AM,SAC507,0
1551.,EEE211L/ETE211L,5,SMMA,A 08:00 AM - 11:10 AM,SAC801,0
1552.,EEE221/ETE221,1,FKr,MW 02:40 PM - 04:10 PM,SAC309,12
1553.,EEE221/ETE221,2,FKr,MW 04:20 PM - 05:50 PM,SAC308,11
1554.,EEE221/ETE221,3,SvS,ST 04:20 PM - 05:50 PM,SAC310,0
1555.,EEE241/ETE241,1,AJH,ST 11:20 AM - 12:50 PM,SAC204,0
1556.,EEE241/ETE241,2,AbO,ST 09:40 AM - 11:10 AM,NAC311,0
1557.,EEE241/ETE241,3,SAMd,RA 09:40 AM - 11:10 AM,NAC502,0
1558.,EEE241/ETE241,4,RQN,MW 02:40 PM - 04:10 PM,SAC205,0
1559.,EEE241L/ETE241L,1,AJH,T 02:40 PM - 05:50 PM,SAC506,9
1560.,EEE241L/ETE241L,2,Abo,M 11:20 AM - 02:30 PM,SAC506,0
1561.,EEE241L/ETE241L,3,SAMD,R 02:40 PM - 05:50 PM,SAC506,5
1562.,EEE241L/ETE241L,4,RQN,W 11:20 AM - 02:30 PM,SAC506,2
1563.,EEE299/ETE299,1,NaNr,S 11:20 AM - 12:50 PM,LIB608,0
1564.,EEE299/ETE299,3,MOJ,W 09:40 AM - 11:10 AM,LIB607,0
1565.,EEE299/ETE299,4,KMM,W 09:40 AM - 11:10 AM,SAC502,0
1566.,EEE311/ETE311,1,MOJ,ST 08:00 AM - 09:30 AM,SAC210,0
1567.,EEE311/ETE311,2,MOJ,ST 02:40 PM - 04:10 PM,SAC306,0
1568.,EEE311/ETE311,3,Mkl,MW 11:20 AM - 12:50 PM,NAC311,0
1569.,EEE311/ETE311,4,Mkl,MW 02:40 PM - 04:10 PM,SAC307,0
1570.,EEE311L/ETE311L,1,MOJ,S 11:20 AM - 02:30 PM,SAC504,3
1571.,EEE311L/ETE311L,2,MOJ,T 11:20 AM - 02:30 PM,SAC504,12
1572.,EEE311L/ETE311L,3,MKL,R 11:20 AM - 02:30 PM,SAC504,7
1573.,EEE311L/ETE311L,4,Mkl,R 02:40 PM - 05:50 PM,SAC504,6
1574.,EEE312/ETE312,1,AyH,RA 08:00 AM - 09:30 AM,SAC309,0
1575.,EEE312/ETE312,2,MFY,MW 02:40 PM - 04:10 PM,SAC206,0
1576.,EEE312L/ETE312L,1,AyH,R 11:20 AM - 02:30 PM,SAC501,0
1577.,EEE312L/ETE312L,2,MFY,W 08:00 AM - 11:10 AM,SAC501,0
1578.,EEE321/ETE321,1,SvS,MW 11:20 AM - 12:50 PM,SAC502,12
1579.,EEE321/ETE321,2,FMa,ST 01:00 PM - 02:30 PM,SAC310,0
1580.,EEE342/ETE418,1,LIh,MW 09:40 AM - 11:10 AM,SAC209,3
1581.,EEE361/ETE361,1,Mdy,ST 02:40 PM - 04:10 PM,SAC307,0
1582.,EEE361/ETE361,2,Mdy,ST 04:20 PM - 05:50 PM,SAC307,0
1583.,EEE362,1,hzr,MW 09:40 AM - 11:10 AM,SAC311,6
1584.,EEE362,3,AJH,MW 11:20 AM - 12:50 PM,SAC209,1
1585.,EEE362,4,MFY,RA 01:00 PM - 02:30 PM,SAC210,1
1586.,EEE362L,1,hzr,T 11:20 AM - 02:30 PM,SAC501,6
1587.,EEE362L,3,AJH,M 02:40 PM - 05:50 PM,SAC501,1
1588.,EEE362L,4,MFY,R 08:00 AM - 11:10 AM,SAC501,1
1589.,EEE363,1,Aqu,ST 08:00 AM - 09:30 AM,SAC209,0
1590.,EEE363,2,Aqu,ST 09:40 AM - 11:10 AM,SAC209,0
1591.,EEE363,3,RQN,RA 01:00 PM - 02:30 PM,SAC309,0
1592.,EEE363L,1,Aqu,S 11:20 AM - 02:30 PM,SAC501,5
1593.,EEE363L,2,Aqu,M 11:20 AM - 02:30 PM,SAC501,6
1594.,EEE363L,3,RQN,A 02:40 PM - 05:50 PM,SAC501,9
1595.,EEE313/EEE410/ETE411/ETE443,1,NaNr,MW 11:20 AM - 12:50 PM,SAC306,18
1596.,EEE452,1,Rkz,ST 09:40 AM - 11:10 AM,SAC307,0
1597.,EEE452,2,RKz,ST 11:20 AM - 12:50 PM,SAC307,0
1598.,EEE452,3,Rkz,MW 09:40 AM - 11:10 AM,SAC307,0
1599.,EEE452,4,Rkz,MW 11:20 AM - 12:50 PM,SAC307,0
1600.,EEE452,5,hzr,ST 09:40 AM - 11:10 AM,SAC311,0
1601.,EEE452,6,NqH,ST 08:00 AM - 09:30 AM,SAC311,0
1602.,EEE452,7,NqH,ST 09:40 AM - 11:10 AM,SAC801A,0
1603.,EEE452,8,NqH,ST 01:00 PM - 02:30 PM,SAC309,0
1604.,EEE452,9,FKr,RA 02:40 PM - 04:10 PM,SAC310,0
1605.,EEE452,10,FKr,RA 04:20 PM - 05:50 PM,SAC310,0
1606.,EEE452,12,HAI,RA 09:40 AM - 11:10 AM,SAC502,0
1607.,EEE462,1,MDRN,RA 02:40 PM - 04:10 PM,SAC511,18
1608.,EEE465,1,MDRN,RA 01:00 PM - 02:30 PM,SAC511,8
1609.,EEE494,1,SnS1,ST 09:40 AM - 11:10 AM,SAC309,0
1610.,EEE498R,1,TBA,TBA,TBA,0
1611.,EEE498R,2,TBA,TBA,TBA,5
1612.,EEE498R,3,TBA,TBA,TBA,18
1613.,EEE498R,4,TBA,TBA,TBA,11
1614.,EEE498R,5,TBA,TBA,TBA,20
1615.,EEE498R,6,TBA,TBA,TBA,20
1616.,EEE498R,7,TBA,TBA,TBA,20
1617.,EEE498R,8,TBA,TBA,TBA,21
1618.,EEE498R,9,TBA,TBA,TBA,11
1619.,EEE498R,10,TBA,TBA,TBA,21
1620.,CSE499B/EEE499B/ETE499B,2,RRn,S 01:00 PM - 02:30 PM,SAC503,6
1621.,CSE499B/EEE499B/ETE499B,19,SfR1,T 11:20 AM - 12:50 PM,SAC503,8
1622.,EEE552,1,AJH,R 07:00 PM - 10:10 PM,SAC308,14
1623.,EMB501,1,AbSa,R 07:00 PM - 10:10 PM,NAC508,18
1624.,EMB502,1,KJZ,F 07:00 PM - 10:10 PM,NAC603,0
1625.,EMB510,1,MNL1,F 09:00 AM - 12:30 PM,NAC601,9
1626.,EMB520,1,Miz,R 07:00 PM - 10:10 PM,NAC603,20
1627.,EMB601,1,NZQ,R 07:00 PM - 10:10 PM,NAC602,7
1628.,EMB602,1,Tfq,A 07:00 PM - 10:10 PM,NAC992,0
1629.,EMB620,1,Miz,F 07:00 PM - 10:10 PM,NAC619A,18
1630.,EMB650,1,AdZ,A 07:00 PM - 10:10 PM,NAC602,21
1631.,EMB660,1,AWKM,F 07:00 PM - 10:10 PM,NAC601,23
1632.,EMB670,1,ADE,R 07:00 PM - 10:10 PM,NAC511,9
1633.,EMB690,1,MHDN,A 07:00 PM - 10:10 PM,NAC618,15
1634.,EMPG500,1,RzK,A 11:15 AM - 01:15 PM,NAC1079,32
1635.,EMPG505,1,SMZ,A 09:00 AM - 11:00 AM,NAC1079,32
1636.,EMPG510,1,MISJB,F 02:30 PM - 04:30 PM,NAC1077,32
1637.,EMPG515,1,ShHq,F 09:00 AM - 11:00 AM,NAC1077,30
1638.,EMPG520,1,TBA,A 09:00 AM - 11:00 AM,NAC1077,23
1639.,EMPG525,1,MZHq,A 02:30 PM - 04:30 PM,NAC1079,32
1640.,EMPG555,1,MGH,F 11:15 AM - 01:15 PM,NAC1077,30
1641.,EMPG570,1,RzK,A 02:00 PM - 04:00 PM,NAC1077,26
1642.,EMPH601,1,ZZS,F 06:10 PM - 09:00 PM,SAC305,13
1643.,EMPH605,1,SMSR,TBA,TBA,14
1644.,EMPH611,2,Hmn,F 10:35 AM - 01:20 PM,SAC202,7
1645.,EMPH631,2,MTj,F 06:10 PM - 09:00 PM,SAC205,13
1646.,EMPH642,2,MMHK,F 07:30 AM - 10:30 AM,SAC202,23
1647.,EMPH644,1,SBAH,F 10:35 AM - 01:20 PM,SAC209,19
1648.,EMPH653,1,ZQM,F 10:35 AM - 01:20 PM,SAC304,19
1649.,EMPH663,2,SBAH,F 03:00 PM - 06:00 PM,SAC205,0
1650.,EMPH678,1,MZIm,F 06:10 PM - 09:00 PM,SAC208,19
1651.,EMPH704,1,ZqAA,F 07:30 AM - 10:30 AM,SAC309,17
1652.,EMPH711,1,AzB,F 10:35 AM - 01:20 PM,SAC211,12
1653.,EMPH712,1,AzB,F 07:30 AM - 10:30 AM,SAC310,12
1654.,EMPH742,1,MTI,F 03:00 PM - 06:00 PM,SAC209,12
1655.,EMPH745,1,SMSR,F 06:10 PM - 09:00 PM,SAC209,19
1656.,EMPH805,1,AzB,TBA,TBA,17
1657.,EMPH806,1,AzB,TBA,TBA,14
1658.,EMPH842,2,HtN,F 03:00 PM - 06:00 PM,SAC206,17
1659.,ENG102,1,Ssy,ST 08:00 AM - 09:30 AM,NAC311,4
1660.,ENG102,2,FHs,ST 09:40 AM - 11:10 AM,NAC213,0
1661.,ENG102,3,SZn,ST 09:40 AM - 11:10 AM,NAC214,1
1662.,ENG102,4,Ssy,ST 09:40 AM - 11:10 AM,NAC302,0
1663.,ENG102,5,RNS,ST 09:40 AM - 11:10 AM,NAC408,0
1664.,ENG102,6,MNK,ST 09:40 AM - 11:10 AM,NAC515,0
1665.,ENG102,7,FHs,ST 11:20 AM - 12:50 PM,NAC211,0
1666.,ENG102,8,FzM,ST 11:20 AM - 12:50 PM,NAC302,0
1667.,ENG102,9,TBA,ST 11:20 AM - 12:50 PM,NAC314,0
1668.,ENG102,10,SlQ,ST 11:20 AM - 12:50 PM,NAC515,0
1669.,ENG102,11,TBSI,ST 01:00 PM - 02:30 PM,NAC991,0
1670.,ENG102,12,SlQ,ST 02:40 PM - 04:10 PM,NAC515,0
1671.,ENG102,13,FzM,ST 04:20 PM - 05:50 PM,NAC302,0
1672.,ENG102,14,TBSI,ST 04:20 PM - 05:50 PM,NAC408,0
1673.,ENG102,15,SlQ,MW 11:20 AM - 12:50 PM,NAC511,0
1674.,ENG102,16,SZn,MW 11:20 AM - 12:50 PM,NAC514,0
1675.,ENG102,17,SuT,MW 01:00 PM - 02:30 PM,NAC408,0
1676.,ENG102,18,SuT,MW 02:40 PM - 04:10 PM,NAC408,0
1677.,ENG102,19,Sye,RA 08:00 AM - 09:30 AM,NAC313,0
1678.,ENG102,20,TAA,RA 08:00 AM - 09:30 AM,NAC514,0
1679.,ENG102,21,FyKn,RA 09:40 AM - 11:10 AM,NAC211,0
1680.,ENG102,22,Sye,RA 09:40 AM - 11:10 AM,NAC313,0
1681.,ENG102,23,TBA,RA 11:20 AM - 12:50 PM,NAC314,0
1682.,ENG102,24,MOE,RA 11:20 AM - 12:50 PM,NAC211,0
1683.,ENG102,25,TBA,RA 01:00 PM - 02:30 PM,NAC517,1
1684.,ENG102,26,TBA,RA 02:40 PM - 04:10 PM,NAC213,0
1685.,ENG102,27,Nom,RA 04:20 PM - 05:50 PM,NAC514,0
1686.,ENG102,28,KSS,ST 11:20 AM - 12:50 PM,NAC517,0
1687.,ENG102,29,RNS,ST 01:00 PM - 02:30 PM,NAC517,0
1688.,ENG102,30,KSS,ST 02:40 PM - 04:10 PM,NAC517,1
1689.,ENG102,31,Szi,MW 09:40 AM - 11:10 AM,NAC517,0
1690.,ENG102,33,ALR,MW 04:20 PM - 05:50 PM,OAT602,4
1691.,ENG102,34,STSd,RA 02:40 PM - 04:10 PM,NAC311,5
1692.,ENG102,35,MaNa,ST 01:00 PM - 02:30 PM,NAC410,0
1693.,ENG102,36,TRn,RA 11:20 AM - 12:50 PM,NAC617,0
1694.,ENG102,37,TBA,RA 01:00 PM - 02:30 PM,NAC620,0
1695.,ENG102,38,RT1,RA 01:00 PM - 02:30 PM,NAC513,1
1696.,ENG102,39,RT1,RA 11:20 AM - 12:50 PM,NAC605,0
1697.,ENG102,40,NCA,ST 01:00 PM - 02:30 PM,NAC992,0
1698.,ENG102,41,TBA,RA 08:00 AM - 09:30 AM,NAC411,0
1699.,ENG102,42,DBs,RA 04:20 PM - 05:50 PM,NAC414,2
1700.,ENG102,43,TBA,RA 08:00 AM - 09:30 AM,OAT602,0
1701.,ENG102,44,Szi,MW 11:20 AM - 12:50 PM,NAC517,0
1702.,ENG102,45,MZ,RA 04:20 PM - 05:50 PM,SAC209,2
1703.,ENG102,47,MaNa,ST 08:00 AM - 09:30 AM,NAC506,1
1704.,ENG102,48,TBA,MW 04:20 PM - 05:50 PM,NAC207,0
1705.,ENG102,49,MaNa,MW 08:00 AM - 09:30 AM,NAC311,3
1706.,ENG102,50,TBA,ST 04:20 PM - 05:50 PM,NAC210,0
1707.,ENG102,51,TBA,ST 08:00 AM - 09:30 AM,NAC203,0
1708.,ENG103,1,SDMA,ST 08:00 AM - 09:30 AM,NAC211,0
1709.,ENG103,2,RT1,ST 08:00 AM - 09:30 AM,NAC213,0
1710.,ENG103,3,SSA2,ST 08:00 AM - 09:30 AM,NAC408,0
1711.,ENG103,4,NnR,ST 08:00 AM - 09:30 AM,NAC991,1
1712.,ENG103,5,FTN,ST 09:40 AM - 11:10 AM,NAC514,0
1713.,ENG103,6,NnR,ST 09:40 AM - 11:10 AM,NAC991,0
1714.,ENG103,7,SSA2,ST 11:20 AM - 12:50 PM,NAC408,0
1715.,ENG103,8,SuT,ST 11:20 AM - 12:50 PM,NAC990,0
1716.,ENG103,9,Szi,ST 01:00 PM - 02:30 PM,NAC314,0
1717.,ENG103,10,NSB,ST 04:20 PM - 05:50 PM,NAC514,0
1718.,ENG103,11,Ssy,MW 08:00 AM - 09:30 AM,NAC302,0
1719.,ENG103,12,Sye,MW 08:00 AM - 09:30 AM,NAC313,0
1720.,ENG103,13,NSj,MW 08:00 AM - 09:30 AM,NAC314,0
1721.,ENG103,14,SSA2,MW 08:00 AM - 09:30 AM,NAC408,0
1722.,ENG103,15,SDMA,MW 09:40 AM - 11:10 AM,NAC211,0
1723.,ENG103,16,FTN,MW 09:40 AM - 11:10 AM,NAC214,0
1724.,ENG103,17,AtB,MW 09:40 AM - 11:10 AM,NAC314,0
1725.,ENG103,18,NPn,MW 09:40 AM - 11:10 AM,NAC408,0
1726.,ENG103,19,HMe,MW 09:40 AM - 11:10 AM,NAC515,0
1727.,ENG103,20,FzM,MW 11:20 AM - 12:50 PM,NAC211,0
1728.,ENG103,21,Sye,MW 11:20 AM - 12:50 PM,NAC214,0
1729.,ENG103,22,TRn,MW 11:20 AM - 12:50 PM,NAC313,0
1730.,ENG103,23,NPn,MW 11:20 AM - 12:50 PM,NAC408,0
1731.,ENG103,24,FHs,MW 11:20 AM - 12:50 PM,NAC990,0
1732.,ENG103,25,FHs,MW 01:00 PM - 02:30 PM,NAC211,0
1733.,ENG103,26,MHn,MW 01:00 PM - 02:30 PM,NAC313,0
1734.,ENG103,27,AtB,MW 01:00 PM - 02:30 PM,NAC314,0
1735.,ENG103,28,FzM,MW 02:40 PM - 04:10 PM,NAC211,1
1736.,ENG103,29,RNS,MW 02:40 PM - 04:10 PM,NAC313,0
1737.,ENG103,30,MHn,MW 02:40 PM - 04:10 PM,NAC514,0
1738.,ENG103,31,MOE,MW 04:20 PM - 05:50 PM,NAC214,0
1739.,ENG103,32,NSL,RA 08:00 AM - 09:30 AM,NAC408,2
1740.,ENG103,33,SOU,RA 08:00 AM - 09:30 AM,NAC990,0
1741.,ENG103,34,TRn,RA 09:40 AM - 11:10 AM,NAC314,0
1742.,ENG103,35,TBA,RA 09:40 AM - 11:10 AM,NAC408,0
1743.,ENG103,36,TBA,RA 09:40 AM - 11:10 AM,NAC514,0
1744.,ENG103,37,TAA,RA 11:20 AM - 12:50 PM,NAC514,0
1745.,ENG103,38,NCA,RA 11:20 AM - 12:50 PM,NAC515,0
1746.,ENG103,39,TBA,RA 01:00 PM - 02:30 PM,SAC209,0
1747.,ENG103,40,TAA,RA 01:00 PM - 02:30 PM,NAC514,0
1748.,ENG103,41,MOE,RA 02:40 PM - 04:10 PM,NAC302,0
1749.,ENG103,42,TBA,RA 04:20 PM - 05:50 PM,NAC211,0
1750.,ENG103,43,ZNP,RA 04:20 PM - 05:50 PM,NAC408,0
1751.,ENG103,44,SRO,ST 04:20 PM - 05:50 PM,NAC310,0
1752.,ENG103,45,PMZ,MW 08:00 AM - 09:30 AM,NAC407,0
1753.,ENG103,46,TBA,RA 02:40 PM - 04:10 PM,NAC517,0
1754.,ENG103,47,ALR,RA 01:00 PM - 02:30 PM,NAC604,0
1755.,ENG103,48,TBA,RA 01:00 PM - 02:30 PM,NAC202,2
1756.,ENG103,49,TBA,RA 11:20 AM - 12:50 PM,NAC202,0
1757.,ENG103,50,Sye,RA 11:20 AM - 12:50 PM,NAC203,0
1758.,ENG103,51,NCA,RA 01:00 PM - 02:30 PM,NAC617,0
1759.,ENG103,52,ZNP,RA 01:00 PM - 02:30 PM,NAC618,0
1760.,ENG103,53,TRn,MW 08:00 AM - 09:30 AM,NAC410,0
1761.,ENG103,54,SHq,ST 08:00 AM - 09:30 AM,NAC410,1
1762.,ENG103,55,RT1,RA 08:00 AM - 09:30 AM,NAC210,13
1763.,ENG103,56,TBA,RA 04:20 PM - 05:50 PM,NAC203,0
1764.,ENG103,57,STSd,RA 01:00 PM - 02:30 PM,NAC990,0
1765.,ENG103,58,RNS,MW 04:20 PM - 05:50 PM,NAC411,0
1766.,ENG103,59,TBA,MW 04:20 PM - 05:50 PM,NAC414,0
1767.,ENG103,60,TBA,ST 08:00 AM - 09:30 AM,NAC310,0
1768.,ENG103,61,PMZ,ST 04:20 PM - 05:50 PM,NAC407,0
1769.,ENG103,62,KSS,MW 01:00 PM - 02:30 PM,SAC201,0
1770.,ENG103,63,TBSI,MW 01:00 PM - 02:30 PM,SAC207,0
1771.,ENG103,64,TBA,ST 09:40 AM - 11:10 AM,SAC207,0
1772.,ENG103,65,TBA,RA 01:00 PM - 02:30 PM,NAC211,0
1773.,ENG103,66,TBA,RA 11:20 AM - 12:50 PM,SAC210,0
1774.,ENG103,67,TBA,RA 02:40 PM - 04:10 PM,SAC210,0
1775.,ENG103,68,DBs,RA 01:00 PM - 02:30 PM,OAT602,12
1776.,ENG103,69,TBA,RA 02:40 PM - 04:10 PM,SAC206,1
1777.,ENG103,70,DBs,RA 11:20 AM - 12:50 PM,NAC517,15
1778.,ENG103,71,TBA,RA 11:20 AM - 12:50 PM,SAC309,0
1779.,ENG103,72,TBA,RA 11:20 AM - 12:50 PM,SAC311,0
1780.,ENG103,73,MOE,MW 01:00 PM - 02:30 PM,NAC210,0
1781.,ENG103,74,MNK,MW 08:00 AM - 09:30 AM,NAC510,0
1782.,ENG103,75,SSA2,ST 04:20 PM - 05:50 PM,NAC213,0
1783.,ENG103,76,TAA,ST 08:00 AM - 09:30 AM,NAC409,0
1784.,ENG103,77,MZ,RA 11:20 AM - 12:50 PM,SAC308,0
1785.,ENG103,81,HKH,MW 04:20 PM - 05:50 PM,NAC510,0
1786.,ENG103,82,SOU,ST 08:00 AM - 09:30 AM,NAC302,0
1787.,ENG103,83,NSL,ST 08:00 AM - 09:30 AM,NAC605,0
1788.,ENG103,84,NnR,MW 08:00 AM - 09:30 AM,NAC504,0
1789.,ENG103,86,KHU,ST 01:00 PM - 02:30 PM,NAC514,0
1790.,ENG103,87,KSS,MW 11:20 AM - 12:50 PM,NAC213,0
1791.,ENG105,1,FTN,ST 08:00 AM - 09:30 AM,NAC514,0
1792.,ENG105,2,Ndm,ST 08:00 AM - 09:30 AM,NAC515,0
1793.,ENG105,3,AtB,ST 11:20 AM - 12:50 PM,NAC514,0
1794.,ENG105,4,PMZ,ST 01:00 PM - 02:30 PM,NAC214,0
1795.,ENG105,5,KHU,ST 04:20 PM - 05:50 PM,NAC214,0
1796.,ENG105,6,FTN,MW 08:00 AM - 09:30 AM,NAC214,0
1797.,ENG105,8,NSj,MW 09:40 AM - 11:10 AM,NAC313,0
1798.,ENG105,9,NnR,MW 09:40 AM - 11:10 AM,NAC514,0
1799.,ENG105,10,SSA2,MW 11:20 AM - 12:50 PM,NAC302,0
1800.,ENG105,11,RUJ,MW 01:00 PM - 02:30 PM,NAC214,0
1801.,ENG105,12,ShC,MW 01:00 PM - 02:30 PM,NAC990,1
1802.,ENG105,13,RUJ,MW 02:40 PM - 04:10 PM,NAC302,0
1803.,ENG105,14,ZNP,MW 04:20 PM - 05:50 PM,NAC302,0
1804.,ENG105,15,PMZ,MW 04:20 PM - 05:50 PM,NAC408,1
1805.,ENG105,17,STSd,RA 09:40 AM - 11:10 AM,NAC302,1
1806.,ENG105,18,SOU,RA 09:40 AM - 11:10 AM,NAC621,0
1807.,ENG105,19,FyKn,RA 11:20 AM - 12:50 PM,NAC302,0
1808.,ENG105,20,NSL,RA 11:20 AM - 12:50 PM,NAC214,3
1809.,ENG105,21,SHq,RA 02:40 PM - 04:10 PM,NAC214,18
1810.,ENG105,23,Ndm,ST 09:40 AM - 11:10 AM,NAC517,0
1811.,ENG105,24,MZ,RA 01:00 PM - 02:30 PM,NAC302,1
1812.,ENG105,25,ALR,RA 04:20 PM - 05:50 PM,NAC517,13
